Nom;ID Producte;Preu;Promocions;Data
Oral B Dentífrico Pro-Expert sensibilidad+blanqueante 75ml;299159;3,35€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
García Baquero Queso semicurado cuña 250g;161667;3,59€/u;['Precio Oferta'];11_04_2021
Torras Chocolate negro 60% sin azúcar con stevia 100g;295438;1,49€/u;['Precio Oferta'];11_04_2021
Detergente líquido Marsella EROSKI, garrafa 46 dosis;346180;2,90€/u;['Precio Oferta', 'Eroski', 'Producto nuevo'];11_04_2021
Puleva Leche entera ecológica brik 1l;164929;1,00€/u;['Precio Oferta'];11_04_2021
Mas Macia Vino tinto garnacha 75cl;331512;8,45€/u;['Precio Oferta', 'Producto de la Anoia'];11_04_2021
Caldirola Moscato blanco dulce 75cl;331633;3,59€/u;['Precio Oferta'];11_04_2021
Campofrio Salchicha doble 140g;332678;0,69€/u;['Precio Oferta'];11_04_2021
Espumoso sin alcohol FREIXENET, botella 75 cl;343661;5,30€/u;['Precio Oferta'];11_04_2021
Kh-7 Quitamanchas ropa 750ml;110815;3,69€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú + serum anti-edad BB7 360ml;314088;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú volumen con cuerpo 360ml;314087;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Caprice de Dieux Queso 200g;484560;4,15€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Maggi Puré de Patatas natural 230g;535524;1,60€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Isla Buda Arroz marisma 1kg;336665;2,75€/u;['Precio Oferta', 'Producto del Baix Ebre'];11_04_2021
Llet Nostra Leche entera botella 1,5l;184327;1,33€/u;['50% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Puleva Leche semidesnatada ecológica 1l.;806496;1,00€/u;['Precio Oferta'];11_04_2021
Pistacho tostado y salado BORGES, bolsa 130 g;297245;3,20€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Ferrer Garbanzos Pedrosillano 660g;288775;1,75€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Baymar Berberecho artesanal 40/50 115g;316295;3,49€/u;['Precio Oferta'];11_04_2021
Vino blanco pansa blanca D.O. Alella SO, botella 75cl;316307;7,25€/u;['Precio Oferta', 'Producto del Maresme'];11_04_2021
Vino espumoso Can roda SO, botella 75 cl;316316;8,99€/u;['Precio Oferta', 'Producto del Maresme'];11_04_2021
Nestlé Chocolate 125g;316551;2,68€/u;['Precio Oferta'];11_04_2021
Freixenet Cava ice 75cl;322405;7,99€/u;['Precio Oferta'];11_04_2021
Colon Detergente gel 45 lavados;300807;9,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sos Arroz bomba 1kg;303757;3,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fairy Detergente vajillas a máquina Todo en 1 22+4 cápsulas;305917;7,75€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dinosaurus de cereal a cucharadas ARTIACH, caja 350 g;325143;2,03€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Vileda Cubo escurridor superfacil;14287;12,33€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Magno Gel ducha rose 650ml;337250;2,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Magno Gel gold +100ml 650ml;294048;2,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Mermelada cero de naranja LA VIEJA FÁBRICA, frasco 280 g;341497;2,69€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Colon Limpia lavadora 250ml;322075;4,10€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Birba surtido Camprodon 500g;429810;6,39€/u;['Precio Oferta', 'Productos catalanes'];11_04_2021
Sanex Desodorante stick zero% sensitive 65ml;341771;3,35€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Noel Chorizo extra delizias corte fresco 100g;312033;1,99€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Noel Salchichón delizias corte fresco 100g;312036;1,99€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Noel Lomo curado delizias corte fresco 120g;312038;2,99€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Estropajo universal mosaik stop grasa SPONTEX, pack 2 uds;341840;1,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sanex Desodorante spray zero% control 200ml;341777;3,35€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Friskies Menjar gat conill 1,5kg;14743;4,10€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Aroma de vainilla DR. OETKER, bote 8 ml;321939;1,92€/u;['70% Descuento en la 2ª Unidad', 'Producto ecológico'];11_04_2021
Dr. Oetker Estrellas y corazones de chocolate 37g;323835;3,79€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Lavazza Café expreso 250g;301570;3,28€/u;['Compra 3 y Paga 2'];11_04_2021
Barrilla Tortiglioni 500g;31614;1,49€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Receta del cortijo SARASA, tarrina 450 g;328107;2,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Acondicionador reparador 200ml;328167;3,95€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Acondicionador 3 minutos 200ml;337162;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Champú PANTENE Repara&Protege, bote 360 ml;314081;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú suave y liso 360ml;314085;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla fortificante hidra liso, difícil alisar 300ml;328176;3,80€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Mascarilla nutri repair 3 300ml;328177;3,80€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Lavazza Café espresso armonico 10 cápsulas;333367;3,00€/u;['Compra 3 y Paga 2'];11_04_2021
Lavazza Café espress deciso 10 cápsulas;333368;2,99€/u;['Compra 3 y Paga 2'];11_04_2021
Café Crema E Gusto LAVAZZA, paquete 250 g;335926;2,55€/u;['Compra 3 y Paga 2'];11_04_2021
Friskies Menjar gat peix 1,5kg;8292;4,10€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pierrot Neceser bucal adulto 1u;325187;4,09€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Galleta Crocant chocolate GULLÓN Vitalday, paquete 280 g;325172;1,55€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Ortiz Pan tostado integral 30 rebanadas 324g;325226;1,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Champú 3en1 prevención caída con bambú PANTENE, bote 300 ml;343410;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Toothpick interdental PIERROT, pack 40 uds.;343909;2,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Serpis Aceitunas rellenas Gran Selección 150g;8733;1,62€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champú hidra-rizos 360ml;325276;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champu adios daños 360ml;325277;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champú fuerza & brillo 360ml;325278;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Plumero desechable 3 recambios EROSKI, pack 1 ud;344974;1,32€/u;['70% Descuento en la 2ª Unidad', 'Eroski', 'Producto nuevo'];11_04_2021
Babalà Vino blanco simpático. L'EMPORDÀ;301969;5,99€/u;['50% Descuento en la 2ª Unidad', 'Producto del Alt Empordà'];11_04_2021
A.aguinaga Anillas rebozadas 300g;305008;3,99€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Escofet Cava brut reservat 75cl;323142;7,99€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Bargallo Aceite v.extra coupa hoja picual 750ml;322798;5,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Galleta Digestive de avena-naranja GULLÓN, caja 425 g;325170;1,40€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Acondicionador 3 m. rizos PANTENE, tubo 200 ml;334603;3,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Gullon Galleta digest muesl 365g;334657;1,46€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Acondicionador 3 minute prevención caída PANTENE, tubo 200 ml;343408;3,99€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Café soluble 3en1 NESCAFÉ, paquete 170 g;345794;2,50€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú purificante cabello graso 360ml;314090;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú rizos perfectos 360ml;314091;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Kellogg's Rice krispies 340g;331064;3,08€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Café en grano qualitá rossa LAVAZZA, paquete 500 g;350958;7,99€/u;['Compra 3 y Paga 2'];11_04_2021
Pantene Acondicionador suave y liso 300ml;314097;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Champú anti-caspa 360ml;314094;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pantene Acondicionador repara y protege 300ml;314098;4,00€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Vileda Cepillo fibras antichoque;12629;5,07€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Viledas Salvauñas antibacterias 2+1u;13130;2,30€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Fructis Champú cabellos grasos 360ml;325340;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Arroz especial para paella SOS, paquete 1 kg;335326;2,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Ducros Molinillo de sal blanca Mediterráneo 90g;335341;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sanex Desodorante spray natural protector invisible 200ml;325354;3,39€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sanex Desodorante roll-on natural protector invisible 50ml;325355;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Compta ovelles vino blanco D.O Penedés 75cl;321966;4,99€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Pedro Luis Alubias arrocina 500g;333225;2,10€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Estropajo ultra fresh VILEDA, pack 3 unid.;334431;2,15€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Acondicionador 3 m. suave-liso PANTENE, tubo 200 ml;334601;3,89€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Artiach Galleta Dinosaurus chocolate blanco 360g;316653;2,69€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Croquetas caseras de bacalao BO DE DEBO, 10 unid., bandeja 295 g;318098;3,69€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Cerrato Queso viejo leche cruda cuña 225g;321247;2,75€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Gelatina en láminas DR.OETKER, sobre 20 g;321938;1,80€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Zumo detox de pera-manzana VIANATURE, botella 250 ml;342929;1,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Zumo mango-maracuya-ginseng vital. VIANATURE, botella 250 ml;342930;1,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr.Oetker Pizza spinacci Ristorante 390g;253649;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Pedro Luís Alubia roja cocida frasco 660g;314380;1,99€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Noel Pechuga finas lonchas de pavo 180g;339864;1,85€/u;['70% Descuento en la 2ª Unidad', 'Productos catalanes'];11_04_2021
Bebida de avena-almendras GERBLÉ, brik 1 litro;316048;3,15€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Nestlé Tableta chocolate negro 125g;316556;2,05€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Bo De Debò Paella 300g;284899;3,99€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Nestle Chocolate negro 70% 125g;317889;2,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Pasta de dientes 3Dw luxe perfección ORAL-B, tubo 75 ml;320011;3,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Colutorio limpieza profunda ORAL-B Pro-Expert, botella 500 ml;320017;5,05€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Lavavajillas máquina gel vinagre SOMAT, botella 50 dosis;332760;9,70€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Sanex Desodorante roll-on zero% extra control 50ml;341767;2,25€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Pizza funghi 365g;287802;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
Dr. Oetker Pizza barbacoa Ristorante 370g;308763;3,51€/u;['50% Descuento en la 2ª Unidad'];11_04_2021
vino dulce garnacha d¿Empordà  ESPOLLA;301980;4,99€/u;['50% Descuento en la 2ª Unidad', 'Producto del Alt Empordà'];11_04_2021
Somat Lavavajillas máquina gel antigrasa 50d;332761;9,70€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
Barritas Chunky de chocolate con leche KIT KAT, pack 4x40 g;344402;2,45€/u;['70% Descuento en la 2ª Unidad'];11_04_2021
